idx,time_delta
3546,36.533524
3547,27.000196
3548,19.289032
3549,6.7339854
3550,4.301571
3551,6.331355
3552,21.285742
3553,26.554287
3554,6.0065007
3555,34.596596
3556,8.4566765
3557,1.9336119
3558,25.034126
3559,13.49321
3560,5.3532653
3561,6.397333
3562,7.695594
3563,27.81241
3564,13.995951
3565,7.882902
3566,20.779503
3567,2.1454287
3568,25.507284
3569,5.16889
3570,4.09566
3571,6.274001
3572,4.7256556
3573,7.56024
3574,10.093706
3575,38.89626
3576,4.854169
3577,6.786729
3578,11.049689
3579,9.500326
3580,12.373985
3581,10.876993
3582,14.963435
3583,6.0765557
3584,8.072056
3585,10.396303
3586,27.627949
3587,5.5949636
3588,2.898882
3589,8.308589
3590,10.953983
3591,7.2398596
3592,5.618839
3593,3.2956076
3594,13.981609
3595,13.023574
3596,10.168602
3597,7.3202305
3598,8.094172
3599,7.319513
3600,8.295292
3601,14.022566
3602,14.372255
3603,9.690385
3604,27.779903
3605,6.314101
3606,12.191408
3607,22.34841
3608,15.339846
3609,19.35709
3610,26.537594
3611,13.569927
3612,4.765806
3613,23.663216
3614,7.1845694
3615,10.929541
3616,5.092667
3617,16.418152
3618,11.090149
3619,15.148946
3620,1.0
3621,20.196335
3622,20.7916
3623,5.433321
3624,15.247581
3625,14.827209
3626,22.326477
3627,10.445921
3628,40.709595
3629,9.719322
3630,13.419185
3631,8.294042
3632,16.953503
3633,13.357599
3634,6.911632
3635,24.780193
3636,14.7817335
3637,8.816318
3638,14.861952
3639,5.9996624
3640,3.1169574
3641,9.2265005
3642,23.75235
3643,20.342262
3644,32.86567
3645,11.199484
3646,14.297336
3647,13.772648
3648,9.01561
3649,19.598286
3650,1.1519251
3651,23.20868
3652,3.902843
3653,26.989927
3654,24.81405
3655,4.90908
3656,18.63176
3657,9.019097
3658,1.390229
3659,16.95822
3660,1.0
3661,40.417553
3662,9.276782
3663,1.4991894
3664,10.373739
3665,5.03584
3666,5.628988
3667,2.5085797
3668,1.4796357
3669,30.801886
3670,30.814718
3671,21.424751
3672,9.272457
3673,20.905922
3674,5.3787103
3675,18.058798
3676,27.894764
3677,16.02459
3678,16.69447
3679,26.822002
3680,15.116978
3681,6.484613
3682,6.663233
3683,3.6179929
3684,5.4297543
3685,9.672796
3686,21.379469
3687,15.0351715
3688,28.426876
3689,3.7709715
3690,19.96208
3691,4.7175064
3692,31.50927
3693,22.965805
3694,6.8716807
3695,5.2545366
3696,5.6015396
3697,7.382205
3698,4.6278496
3699,7.608569
3700,16.79028
3701,8.154581
3702,17.111313
3703,5.7419624
3704,14.438189
3705,22.598505
3706,19.592064
3707,11.311525
3708,7.0170803
3709,15.827297
3710,13.714123
3711,11.27128
3712,1.0668697
3713,34.234352
3714,23.443165
3715,12.661925
3716,18.467506
3717,32.575882
3718,9.036917
3719,2.6251879
3720,8.567192
3721,14.18904
3722,13.914696
3723,3.1538544
3724,22.437607
3725,6.571264
3726,16.615547
3727,6.5800486
3728,9.497883
3729,6.978983
3730,7.8386164
3731,11.170296
3732,30.200611
3733,18.851536
3734,1.0
3735,19.27541
3736,16.167429
3737,23.890528
3738,25.446005
3739,13.477247
3740,1.0
3741,3.0652542
3742,21.44131
3743,10.445108
3744,10.829828
3745,1.0906694
3746,18.612133
3747,8.029067
3748,14.11484
3749,19.455757
3750,19.076725
3751,14.623925
3752,7.9028473
3753,10.786948
3754,28.984226
3755,25.243172
3756,23.921844
3757,8.923592
3758,9.328528
3759,14.730105
3760,41.334816
3761,3.4007525
3762,8.248411
3763,26.160864
3764,16.368898
3765,5.7696376
3766,11.627411
3767,17.525267
3768,2.7584848
3769,5.812327
3770,8.415024
3771,13.958187
3772,2.7022436
3773,1.5272043
3774,1.2782035
3775,12.321107
3776,11.162503
3777,15.698235
3778,14.1142025
3779,16.310816
3780,7.766564
3781,9.102479
3782,23.038963
3783,10.333065
3784,11.929361
3785,23.223557
3786,12.403336
3787,16.805294
3788,6.20457
3789,25.18737
3790,25.082977
3791,13.577573
3792,8.830493
3793,38.26441
3794,4.208234
3795,15.863997
3796,1.0
3797,16.305296
3798,13.023032
3799,6.148449
3800,4.65549
3801,2.008813
3802,22.403965
3803,14.947855
3804,9.741602
3805,15.509663
3806,24.830606
3807,6.4163585
3808,6.801237
3809,11.891865
3810,23.314808
3811,8.374464
3812,7.5243535
3813,4.550665
3814,5.6965966
3815,20.496664
3816,8.705199
3817,16.494984
3818,8.870312
3819,37.552288
3820,10.6168785
3821,17.402939
3822,3.7010725
3823,2.9623303
3824,8.43896
3825,13.158724
3826,18.467617
3827,8.621307
3828,9.110902
3829,24.677706
3830,9.907236
3831,17.802502
3832,20.908478
3833,15.057524
3834,3.7472034
3835,6.925226
3836,5.5340133
3837,8.1648655
3838,5.395864
3839,26.51691
3840,1.0608177
3841,6.448615
3842,1.9096055
3843,10.318478
3844,24.304605
3845,12.248559
3846,6.3322687
3847,11.095197
3848,10.464535
3849,1.0
3850,8.709354
3851,4.5418005
3852,5.185028
3853,14.427492
3854,23.112015
3855,11.159122
3856,6.6301737
3857,4.498573
3858,7.284804
3859,9.947656
3860,9.799913
3861,21.02977
3862,19.85114
3863,20.753359
3864,13.951496
3865,11.823605
3866,6.997803
3867,1.2144756
3868,8.280014
3869,15.272269
3870,4.9448137
3871,13.978944
3872,30.683983
3873,39.263542
3874,35.69735
3875,16.767584
3876,3.8428278
3877,15.474794
3878,36.756157
3879,8.702057
3880,24.838833
3881,11.187662
3882,2.910877
3883,38.04799
3884,25.533127
3885,11.866943
3886,13.775984
3887,20.791706
3888,21.872334
3889,6.2143993
3890,6.0547295
3891,19.968906
3892,7.4729295
3893,5.643126
3894,20.22815
3895,7.7868004
3896,9.055133
3897,20.127052
3898,3.1508188
3899,23.397846
3900,16.849855
3901,7.890428
3902,1.168994
3903,15.712847
3904,21.796413
3905,10.827187
3906,11.953969
3907,12.75923
3908,10.573184
3909,7.8118477
3910,6.6540594
3911,10.578013
3912,22.670307
3913,4.3624425
3914,10.996326
3915,7.079688
3916,5.605711
3917,28.476711
3918,19.090548
3919,5.694775
3920,19.713448
3921,23.117275
3922,27.946922
3923,13.894941
3924,10.062297
3925,12.473909
3926,21.40041
3927,10.300559
3928,12.512714
3929,16.557423
3930,28.412308
3931,11.108623
3932,9.19695
3933,21.912115
3934,6.3589125
3935,6.7042217
3936,7.9526143
3937,19.621176
3938,10.802741
3939,6.39574
3940,23.845375
3941,12.834335
3942,12.543427
3943,35.858322
3944,14.689006
3945,16.934958
3946,6.178076
3947,6.39574
3948,19.435051
3949,8.477949
3950,5.694775
3951,5.357535
3952,2.210762
3953,15.605072
3954,9.894996
3955,5.9097385
3956,21.632162
3957,21.257006
3958,6.1339216
3959,5.575465
